Date,Location,Operator,Route,Type,Aboard,Fatalities,Ground
01-03-1992,"Gabriels, New York",Commutair,"Plattsburgh, NY - SaranaLake, NY",Beechcraft 1900C,4,2,0
01/13/1992,"Temple Bar, Arizona",Air Taxi - Air Vegas Inc.,"Grand Canyon, AZ - Las Vegas, NV",Cessna T210L,5,2,0
01/20/1992,"Mt. Saint-Odile, near Strasbourg, France",Air Inter,Lyon - Strasbourg,Airbus A320-111,96,87,0
01/27/1992,"Nanaimo, British Columbia, Canada",Air Rainbow,Nanaimo - Port Mellon,Beech C18S,9,7,0
01/28/1992,"Near Stepanakert, Azerbaijan",Military - Azerbaijan Air Force,Agdam - Shusha,Mil Mi-8 (helicopter),47,47,0
02-03-1992,"Caetite, Brazil",Nordeste Linhas Aéreas,Salvador - Guanambi,Embraer 110C Bandeirante,12,12,0
02-06-1992,"Evansville, Indiana",Military - U.S. Air Force,Training,Lockheed C-130B,5,5,11
02-09-1992,"Near Kafountine, Senegal",Gambcrest,Dakar - Yoff - Cap Skiring,Convair CV- 640,56,30,0
02/15/1992,"Toledo, Ohio",ATI,Seattle - Toledo,McDonnell Douglas DC-8-63F,4,3,0
02/20/1992,En route from Argentina  to  California,Aerolineas Argentinas,,Boeing B-747,,1,0
03-02-1992,"Beni, Bolivia",Frigorifico Santa Rita,Estencia el Trompillo - La Paz,Curtiss C-46T,5,5,0
03-12-1992,"Etsouali, Congo",Lina Congo,Dwando - Brazzaville,de Havilland Canada DHC-6 Twin Otter 300,8,3,0
03-12-1992,"Knotsville, Tennessee",CC Air,Training,BAe 3101 Jetstream 31,2,2,0
03/22/1992,"La Guardia Airport, New York, New York",USAir,New York City - Cleveland,Fokker F-28 Fellowship 4000,51,27,0
03/22/1992,"Near Yakutia, Russia",Aeroflot,Chekurdakh - Tiksi,Antonov AN-30,10,10,0
03/24/1992,"Athens, Greece",Golden Star Air Cargo,Amsterdam - Athens,Boeing 707-321C,7,7,0
04-04-1992,"Near Baykovo, Russia",Kamchatavia,Etropavlovsk - Kamchatskiy,Let 410UVP,12,1,0
04-07-1992,"Near Sarra, Libya",Air Bissau,Khartoum - Tunis,Antonov AN-24RV,13,3,0
04-10-1992,"Off Orchid Island, Taiwan",Taiwan Airlines,,Britten Norman BN-2A-26 Trislander,10,7,0
04/15/1992,"Near Goroka, Papua New Guinea",Talair,,Embraer 110P1 Bandeirante,15,11,0
04/16/1992,"Nairobi, Kenya",Military - Kenyan Air Force,,de Havilland DHC-5 Buffalo,46,46,6
04/17/1992,"Hamburg, Pennsylvania",Air Taxi - Basco Flying Service Inc.,"Philadelphia, PA - Reading, PA",Piper PA-23-250,4,4,0
04/22/1992,"Perris Valley, California",Perris Valley Aviation,Local,de Havilland Canada DHC-6 Twin Otter 200,22,16,0
04/22/1992,"Mt. Haleakala, Hawaii",SceniAir Tours,Local sightseeing,Beechcraft E18S,9,9,0
04/26/1992,"Saveh, Iran",Saha Airline Services,Manshahr  - Tehran,Fokker F-27 Friendship 400M,39,39,0
04/28/1992,"Blewett Falls Lake, North Carolina",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,9,9,0
06-06-1992,"Tucuti, Panama",COPA (Panama),"Panama City, Panama - Cali, Colombia",Boeing B-737-204,47,47,0
06-07-1992,"Mayaguez, Puerto Rico",American Eagle,San Juan - Mayaguez,CASA 212 Aviocar 200,5,5,0
06-08-1992,"Anniston, Alabama",GP Express Airlines,"Atlanta - Anniston, AR",Beechcraft C99,6,3,0
06-12-1992,"Sheboygan Falls, Wisconson",Jet Charter Group,Sheboygan - Manitowoc,Learjet 25B,2,2,0
06/19/1992,"Canbera, ACT, Australia",Air taxi,Bankstown - Cooma,Beech Baron 95-B55,6,6,0
06/19/1992,"Meadview, Arizona",Adventure Airlines,"Meadview, AZ - Las Vegas, NV",Cessna 402C,10,10,0
06/22/1992,"Cruzeiro do Sul, Brazil",VASP,Rio Bran- Cruzeiro do Sul,Boeing 737-2A1C,3,3,0
06/22/1992,"Norlisk, Russia",Krasnoyarskavia,Igarka - Omsk,Antonov AN-12,12,10,0
06/28/1992,"St. Thomas, Virgin Islands",Caribbean Air Carrier - Air Taxi,"St Thomas, Virgin Islands, Fajardo, Puerto Rico",Piper PA-23-250,4,4,0
07-05-1992,"Near Iyakochchi, Sri Lanka",Military - Sri Lanka Air Force,,Shaanxi Y-8D,19,19,0
07/13/1992,"Bethel, Alaska",ArctiCircle Air Service,Bethel - Chevak,Shorts SC-7 Skyvan 3A-200,1,1,0
07/14/1992,"Near Nakhichevan, Azerbaijan",Military - Russian Air Force,Nakhichevan - Rostov,Antonov AN-12V,34,29,0
07/14/1992,"Near Bir Fadl, Yemen",Military - Unified Yemen Air Force,,Antonov An-12,57,57,0
07/20/1992,"Tbilisi, Georgia",Georgian Air,Tbilisi - Mineralnye Vody,Tupolev TU-154B,24,24,4
07/24/1992,"Mt. Lalaboy,  Indonesia",Mandala Airlines,Jakarta - Surabaya - Ujung Pandang - Ambon,Vickers Viscount 816,70,70,0
07/24/1992,"Near Skopje, Macedonia",Volga-Dnepr Airlines,,Antonov 12BK,8,8,0
07/27/1992,"Near Mexico City, Mexico",Aero Eslava,Puebla - Mexico City,Vickers 798D Viscount,4,4,0
07/28/1992,"Iguape, Brazil",Crasa - Air Taxi,"Curitiba, PR - Rio de Janeiro",Learjet 25C,6,6,0
07/29/1992,"Adjuntas, Puerto Rico",Air Taxi - Western Helicopter Inc.,"Arecibo, PR - Ponce, PR",Bell 47J-2,4,4,0
09/28/1992,"Near  Kathmandu, Nepal",Pakistan International Airlines,Karachi - Kathmandu,Airbus A300B4-203,167,167,0
07/30/1992,"JFK Airport, New York, New York",Trans World Airlines,New York City - San Francisco,Lockheed L-1011,292,0,0
07/31/1992,"Near Kathmandu, Nepal",Thai Airways,Bangkok - Kathmandu,Airbus A310-304,113,113,0
07/31/1992,"Nanjing, Jiangsu, China",China General Aviation Corporation,Nanjing - Xiamen,Yakovlev YAK-42D,126,108,0
08/21/1992,"Colorado, Bolivia",Servicios Aereos Santa Ana,La Paz - Santa Ana de Yacuma,Convair CV-440-80,10,10,0
08/25/1992,"Hot Springs, Arizona",Lone Star Airlines,Test,Swearingen SA-227AC Metro III,3,3,0
08/27/1992,"Near Ivanovo, Russia",Aeroflot,Donetsk - Ivanovo,Tupolev TU-134A,84,84,0
08/27/1992,"Gimli, Manitoba, Canada",NewCal Aviation,Test,de Havilland Canada DHC-4T Caribou,3,3,0
08/27/1992,El Salvador,Military - Salvadorian Air Force,,Fairchild C123K,14,12,0
08/27/1992,"Near Iquitos, Peru",Military - Peruvian Air Force - TANS,Estrecho - Iquitos,de Havilland Canada DHC-6 Twin Otter 300,41,8,0
08/31/1992,"Jamba, Angola",Professional Aviation Services,Jamba - Pretoria,Douglas DC-3,17,3,0
09-07-1992,"Hinckley, Illinois",EXA Inc.,Local Flight,Beechcraft C-45H,12,12,0
09-10-1992,"Bellavista, Peru",Expresso Aéreo,Tarapoto - Bellavista,Fokker F-27 Friendship 500,43,1,1
09-12-1992,"Kozyrevsk, Russia",Kamchatavia,,Mil Mi-8 (helicopter),14,10,0
09/16/1992,"Hana, Hawaii",Air Taxi - Hawaii Helicopters Inc.,Sightseeing,Aerospatiale AS-350B,7,7,0
09/18/1992,"Off Curacao, Netherlands Antilles",Aero Ejecutivos,Curacao - Miami,Douglas C-118A,3,3,0
09/19/1992,"Bogota, Colombia",Avesca Colombia,Villavicencio - Mitu,Curtiss C-46F-1-CU,11,11,0
09/21/1992,"Near Kular, Russia",Yakutavia,,Mil Mi-8 (helicopter),10,10,0
09/26/1992,"Near Lagos, Nigeria",Military - Federal Nigerian Air Force,Lagos - Kaduna,Lockheed C-130H,158,158,0
10-04-1992,"Amsterdam, Netherlands",El Al,Amsterdam - Tel Aviv,Boeing B-747-258F,4,4,47
10-07-1992,"Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,Training,Lockheed C-130E Hercules,6,6,0
10-08-1992,"Near Dingxi, China",Wuhan Airlines,Lanzhou - Xi'an,Avia 14M-40,35,14,0
10-09-1992,"Mogadiscio, Somalia",Kiev Production Association,,Antonov 32,13,1,0
10/18/1992,"Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,Semarang - Bandung,CASA 235-10,31,31,0
10/19/1992,"Near Usti Nem, Russia",Syktyvkar Avia,,Antonov AN-28,16,15,0
10/21/1992,"Near Lake Caballochoa, Peru",Military - Peruvian Air Force,,de Havilland Canada DHC-6 Twin Otter 300,11,8,0
10/29/1992,"Chita, Russia",Aeroflot,Petropavlovsk - Novosobrisk,Antonov AN-8,14,13,0
10/31/1992,"Grand Junction, Colorado",Air Taxi - Alpine Aviation,,Piper PA-42,3,3,0
11-08-1992,"Kiana, Alaska",Air Taxi - Baker Aviation Inc.,"Kiana, AK - Selawik, AK",Cessna 402C,3,3,0
11-11-1992,"Near Tver, Russia",Military - Russian Air Force,Migalovo AB - Yerevan,Antonov AN-22A,33,33,0
11-11-1992,"Off Bombay, India",Military - Indian Air Force,,Mil Mi-8 (helicopter),20,20,0
11/14/1992,"Near Nha Trang, Vietnam",Vietnam Airlines,Ho Chi Minh City - Nha Trang,Yakovlev YAK-40,31,30,0
11/15/1992,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Santo Domingo - Porto Plata,Ilyushin IL-18D,34,34,0
11/19/1992,"Elk City, Idaho",Air Taxi - Wilderness Aviation Inc.,"Selway Lodge, ID  Salmon, ID",Cessna T207A,3,3,0
11/24/1992,"Near Liutang, Guangxi, China",China Southern Airlines,Guangzhou - Guilin,Boeing B-737-3Y0,141,141,0
11/30/1992,"Near Harlem, Montana",Military - U.S. Air Force / Military - U.S. Air Force,,Lockheed C-141B / Lockheed C141B,13,13,0
12-09-1992,"Uruapan, Mexico",Aero Sudpacifico,Uruapan - Guadalajara,Britten-Norman BN-2B-27 Islander,9,9,0
12/13/1992,"Goma, Congo",Scibe Airlift Cargo Zaire,,Fokker F-27 Friendship 400M,37,37,0
12/21/1992,"Faro, Algarve, Portugal",Martinair Holland NV,Amsterdam - Faro,McDonnell Douglas DC-10-30CF,340,56,0
12/22/1992,"Tripoli, Libya",Libya Arab Airlines / Military -  Libya Air Force,Benghazi - Tripoli,Boeing B-727-2L5 / MiG23UB,157,157,0
01-03-1993,"Ofden, Utah",Air Taxi - South Coast Helicopters Inc.,,Bell 206B3,4,4,0
01-06-1993,"Paris, France",Lufthansa Cityline,Bremen - Paris,de Havilland Canada DHC-8-301,23,4,0
01-09-1993,"Surabaya, Indonesia",Bouraq Indonesia Airlines,,Hawker Siddeley HS-748-234,44,17,0
01/13/1993,"Sellafield, England",Titan Airways,Southend - Glasgow,Embraer 110P1 Bandeirante,2,2,0
01/14/1993,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Bronson - Wrangell,Douglas C-47A,2,2,0
01/27/1993,"Kinshasa, DemocratiRepubliCongo",Trans Service Airlift,,Nord 262A-44,21,3,0
01/31/1993,"Sumatra, Indonesia",Pan Malaysian Air Transport,Medan - Banda Aceh - Jakarta,Shorts SC-7 Skyvan 3-100,16,16,0
02-08-1993,"Near Tehran, Iran",Iran Air Tours  /  Military - Iranian Air Force,Tehran - Khoram,Tupolev TU-154M / Sukhoi Su-24,133,133,0
02-10-1993,"Near Daraim, Afghanistan",Military - Afghan Republican Air Force,Faisabad - Daraim,Mil Mi-8,30,30,0
02/20/1993,"Bogota, Colombia",Cargo Three Panama,,Convair CV-440,2,2,0
02/28/1993,"Off Green Island, Taiwan",Formosa Airlines,,Dornier 228-201,6,6,0
03-05-1993,"Skopje, Macedonia",Palair Macedonian,Skopje - Zürich,Fokker 100,97,83,0
03/14/1993,"Grants, New Mexico",Air Taxi - Guinn Flying Service,"Albuquerque, NM - Oakland, CA",Beechcraft 58,4,4,0
03/19/1993,"Dagali, Norway",West Aviation,Pucallpa - Dagali - Trujillo,Beech Super King Air 200,10,3,0
03/23/1993,"Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Cuiaba - Vihena - Rondonia,Embraer EMB-110 Bandeirante,6,6,0
03/31/1993,"Anchorage, Alaska",Japan Air Lines,,Boeing B-747-466,5,0,0
04-01-1993,"Blountville, Tennesee",Private,"Bristol, TN - Blountville, TN",Fairchild SA227-TT,4,4,0
04-01-1993,"Aspen, Colorado",Air Taxi - Sea PacifiInc.,,Aerospatiale SA316B,4,3,0
04-02-1993,"Off Margarita Island, Venezuela",Linea Aeropostal Venezolana,Test,McDonnell Douglas DC-9-15,11,11,0
04-06-1993,"950 nm S of  Shemya, Alaska",China Eastern Airlines,Shanghai - Los Angeles,McDonnell Douglas MD-11,264,2,0
04/19/1993,"Zwingle, Iowa",Private,"Cincinnati, OH - Pierre, SD",Mitsubishi MU-2B-60,8,8,0
04/23/1993,"Zavnah, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Bayan Olgiy,Antonov AN-26B,40,40,0
04/26/1993,"Aurangabad, India",Indian Airlines,Aurangabad - Bombay,Boeing B-737-2A8,118,56,0
04/27/1993,"Near Kholm, Afghanistan",Military - Afghan Republican Air Force,Kabul - Mazar-i- Sharif,Antonov AN-32,76,76,0
04/27/1993,"Off  Libreville, Gambia",Military - Zambian Air Force,Lusaka - Libreville - Dakar,de Havilland  Canada  DHC-5D Buffalo,30,30,0
04/28/1993,"Shelton, Nebraska",GP Express Airlines,Training,Beechcraft C99,2,2,0
05-11-1993,"Suva, Fiji",Fiji Air,,Britten-Norman BN-2A-6 Islander,2,2,0
05/15/1993,"Near Cancun, Mexico",Carga del Caribe,,Douglas DC-6BF,5,3,0
05/19/1993,"Near Medellin, Colombia",SAM Colombia,Panama City - Medellin,Boeing B-727-46,132,132,0
06-06-1993,"El Yopal, Colombia",Aerotaca,Bogota - El Yopal,de Havilland Canada DHC-6 Twin Otter 300,2,2,0
06-07-1993,"Near Ariab, Sudan",Sasco Air Lines,,Cessna 404 Titan,11,11,0
06-09-1993,"Gulgubip, Papua New Guinea",Southwest Air,,Britten-Norman  BN-2A-20 Trislander,11,9,0
06/16/1993,"Nabire, Indonesia",Merpati Nasantara Airlines,,de Havilland Canada DHC-6 Twin Otter 300,3,1,0
06/17/1993,"Near Tbilisi, Georgia",Tajikistan Airlines,Batumi - Baku - Chimkent,Antonov AN-26,40,40,0
07-01-1993,"Sorong, Irian Jaya, Indonesia",Merpati Nusantara Airlines,Ambo - Sorong,Fokker F-28 Fellowship 3000,43,41,0
07-06-1993,"Near Ochamchire, Georgia",Military - Georgian Air Force,,Mil Mi-8,23,23,0
07-12-1993,"Las Vegas, Nevada",Hyannis Air Service - Air Taxi,,Cessna 402C,3,3,0
07-12-1993,"Talladega, Alabama",Private,Birmingham - Talladega,"Helicopter, Hughes 369HS",2,1,0
07/23/1993,"Yinchuan, China",China Northwest Airlines,Yinchuan - Beijing,British Aerospace 146-300,113,55,0
07/26/1993,"Haenam, South Korea",Asiana Airlines,Seoul - Mokpo,Boeing B-737-5L9,110,68,0
07/30/1993,"Serawak, Malaysia",Hornbill Airways,Ba Kelalan - Marudi,Shorts SC-7 Skyvan 3-100,17,1,0
07/31/1993,"Devghat, Nepal",Everest Air,Kathmandu - Bharatpur,Dornier Do-228-101,19,19,0
08-07-1993,"Augusta, Georgia",Air Taxi - Air Medical Leasing,,Beechcraft C-90,4,4,0
08/18/1993,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,"Norfolk, VA - Guantanamo, Cuba",McDonnell Douglas DC-8-61,3,0,0
08/26/1993,"Near Aldan, Russia",Sakha Airlines,,Let 410UVP-E,24,24,0
08/28/1993,"Khorag, Tajikistan",Tajikistan Airlines,Khorag - Dushanbe,Yakovlev YAK-40,86,82,0
09/14/1993,"Warsaw, Poland",Lufthansa,Frankfurt - Warszawa,Airbus A320-211,70,2,0
09/21/1993,"Sukhumi, Georgia",Transair Georgia Airlines,Sochi - Sukhumi,Tupolev TU-134A,27,27,0
09/22/1993,"Sukhumi, Georgia",Transair Georgia Airlines,Tbilisi - Sukhumi,Tupolev TU-154B,132,106,0
09/23/1993,"Sukhumi,  Georgia",Transair Georgia Airlines,Sukhumi - Tbilisi,Tupolev 134A,30,1,0
10-04-1993,"Near Svanetia, Georgia",Military - Georgian Air Force,,Mil Mi-8 (helicopter),60,60,0
10/25/1993,"Franz Josef Glacier, New Zealand",Hibiscus Air,Glentanner - Queenstown,GAF Nomad N-22,9,9,0
10/26/1993,"Fuzhou, China",China Eastern Airlines,Shenzen - Fuzhou,McDonnell Douglas MD-82,80,2,0
10/27/1993,"Near Namsos, Norway",Wideroe's Flyveselksap,Trondheim - Namsos,de Havilland Canada DHC-6 Twin Otter 300,20,7,0
11-06-1993,"Greensburg, Indiana",Roadrunner Airlines,"Pontiac, MI - Greensburg, IN",Cessna 421B Golden Eagle,5,5,0
11-10-1993,"Sandy Lake, Canada",Air Manitoba,Winnipeg - Sandy Lake,Hawker Siddeley HS-748-234 Srs. 2A,7,7,0
11/13/1993,"Urumqi, China",China Northern Airlines,Beijing - Urumqi,McDonnell Douglas MD-82,102,12,0
11/15/1993,"Near Kerman, Iran",Magistralnye Avialinii,Dubai - Kerman,Antonov AN-124,17,17,0
11/20/1993,"Near Ohrid, Macedonia",Aviaimpex (Macedonia),Genève - Skopje,Yakovlev YAK-42D,116,116,0
11/21/1993,"Near Palencia, Guatemala",Aerovias de Guatemala SA,Santa Elena - Guatemala City,Beech Queen Air Model 80,13,13,0
12-01-1993,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,Minneapolis/St. Paul - Hibbing,British Aerospace Jetstream BA-3100,18,18,0
12-03-1993,"Tuktoyaktuk, NWT, Canada",ArctiWings & Rotors,Tuktoyaktuk - Inuvik,Britten Norman BN-2A Trislander7,7,7,0
12-09-1993,"Off Dakar, Senegal",Air Senegal / Gambia Airways,,DHC-6 Twin Otter 300 / NAMC YS-11,3,3,0
12/13/1993,"Phonesavanh, Laos",Lao Aviation,Vientiane - Phonesavahn,Yunshuji Y-12-II,18,18,0
12/15/1993,"Near Naga, Philippines",Military - Philippine Air Force,Manila - Naga,Lockheed C-130H,29,29,0
12/15/1993,"Santa Ana, California",Air Taxi - Martin Aviation LP,"Fresno, CA - Santa Ana, CA",Israel Aircraft Industries 1124A,5,5,0
12/26/1993,"Gyumri, Armenia",Kuban Airlines,Krasnadar - Gyumri,Antonov AN-26,36,36,0
01-03-1994,"Near Irrupts, Siberia, Russia",Baikal Air,Irkutsk - Moscow,Tupolev TU-154M,124,124,1
10-02-1994,"Off Lord Howe Island, NWSW, Australia",Seaview Aviation,Newcastle - Lord Howe Island,Rockwell Turbo Commander 690B,9,9,0
01-05-1994,"Okeechobee, Florida",Kimura International,Kissimmee - Opa,Beechcraft King Air B90,10,10,0
01-07-1994,"Columbus, Ohio",AtlantiCoast Airlines (United Express),"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,8,5,0
01/18/1994,"Kinshasa, DemocratiRepubliCongo",Scibe Airlift Cargo Zaire,Cotonou - Kinshasa,Learjet 24D,2,2,0
02/24/1994,"Nalchik, Russia",North Western Air Transport,Volgograd - Nalchik,Antonov AN-12V,13,13,0
02/25/1994,"Near Carpish, Peru",Expresso Aéreo,Jananjui - Tocache - Tingo Maria - Lima,Yakovlev YAK-40,31,31,0
02/25/1994,"East Midlands, England",British World Airways,Edinburgh - Coventry,Vickers 813 Viscount,2,1,0
03-02-1994,"New York, New York",Continental Airlines,New York City - Denver,McDonnell Douglas MD-82,116,0,0
03-08-1994,"New Delhi, India",Sahara,Training,Boeing 737-2R4C,4,4,0
03-09-1994,"Near Tamworth,  Australia",Jetcraft,,Swearingen SA.226AT Merlin IV,1,1,0
03/14/1994,"Off Malindi, Kenya",Military - U.S. Air Force,,Lockheed C-130H Hercules,8,8,0
03/17/1994,Near Nag,Military - Iranian Air Force,Tehran - Moscow,Lockheed Hercules C-130,32,32,0
03/18/1994,"Spokane, Washington",Salair,Spokane - Portland,Douglas DC-3C,2,2,0
03/18/1994,"Key West, Florida",Chalk's International Airlines,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,2,2,0
03/21/1994,"Weipa, Australia",Aurukun Air Services,,Britten-Norman BN-2A-21 Trislander,6,6,0
03/23/1994,"Near Bogota, Colombia",Orion - Air Taxi,Manaus - Bogota,Cessna 650 Citation VI,4,4,0
06-02-1994,"Near Campbeltown, Scotland",Military - Royal Air Force,Aldergrove AB - Fort George,Boeing Vertol Chinook HC-2 (helicopter),29,29,0
03/23/1994,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Moscow - Hong Kong,Airbus A310-304,75,75,0
03/23/1994,"Near Fayetteville, North Carolina",Military - U.S. Air Force / Military U.S. Air Force,,GD F-16D / Lockheed C-130E,7,0,23
04-03-1994,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,,Bell 206B3,5,5,0
04-04-1994,"Amsterdam, Netherlands",KLM Cityhopper,Amsterdam - Cardiff,Saab 340B,24,3,0
04-06-1994,"Ambato, Ecuador",TAME,Taura - Latacunga,de Havilland Canada DHC-6 Twin Otter 300,17,17,0
04-06-1994,"Kigali, Rwanda",Rwanda Government,"Tanzania - Kigali, Rwanda",Dassault Falcon 50,12,12,0
04/14/1994,Northern Iraq,Military - U.S. Army / Military U.S. Army,,Sikorsky UH-60 / Sikorsky UH-60,26,26,0
04/25/1994,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Pontianak - Nanga Pinoh,Britten Norman BN-2A-21 Trislander,11,11,0
04/26/1994,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Taipe - Nagoya,Airbus A300B4-622R,271,264,0
04/27/1994,"Stratford, Connecticut",Action Airlines,"AtlantiCity, NJ - Stratford, CT",Piper PA-31-350 Navajo,9,8,0
04/29/1994,"Near El Rosa, Colombia",Lineas Aereas de los Libertadores,Furatena - Quipama - Boyaca - Bogota,Cessna 208 Caravan I,9,8,0
05-07-1994,"Sao Gabriel, Brazil",Rico Taxi Aero,Sao Paulo - Sao Gabriel,Embraer 110 Bandeirante,16,8,0
05/23/1994,"Loma Linda, Colombia",Arall,San Jose - Villavicencio,Pilatus Britten-Norman BN-2B-27 Islander,11,4,0
05/28/1994,"Near Villavicencio, Colombia",Transoriente Colombia,Villavicencio - La Primavera - Puerto Carreno,Douglas DC-3 (C-53D-DO),29,7,0
08-07-1994,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,Sightseeing,de Havilland DHC-2,7,6,0
06-06-1994,"Near Xi'an, China",China Northwest Airlines,Xian - Guangzhou,Tupolev TU-154M,160,160,0
06/13/1994,"Near Uruapan, Mexico",Aerolineas Cuahonte,Lazaro - Cardenas - Michoacan,Swearingen SA.226TC Metro II,9,9,0
06/18/1994,"Chantilly, Virginia",TAESA,Mexico City - Washington D.C.,Learjet 25D,12,12,0
06/18/1994,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Balikpapan - Palu,Fokker F-27 Friendship 500F,12,12,0
06/22/1994,"Jeneau, Alaska",Air Taxi - Sun Western Flyers Inc.,"Taku Lodge, AK - Taku Lodge, AK",de Havilland DHC-3,10,9,0
06/26/1994,"Abidjan, Ivory Coast",Air Ivorie,San Pedro - Abidjan,Fokker F-27 Friendship 400M,17,17,0
06/29/1994,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,,Antonov AN-32,70,50,0
06/30/1994,"Toulouse-Blagnac, France",Airbus Industrie,Toulouse - Toulouse,Airbus A330-321,7,7,0
07-01-1994,"Near Tidjika, Mauritania",Air Mauritanie,Nouakchott - Tidjikja,Fokker F-28 Fellowship 4000,93,80,0
07-02-1994,"Charlotte, North Carolina",USAir,"Columbia, SC - Charlotte, NC",McDonnell Douglas DC-9-30,57,37,0
07-11-1994,"Portage Creek, Alaska",Air Taxi - Peninsula Airways,"Portage Creek, AK - Dillingham, AK",Piper PA-32-301,3,3,0
07/14/1994,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,"Lihue, HI - Lihue, HI",Aerospatiale AS350D,7,3,0
07/17/1994,"Near Fort de France, Martinique",Air Martinique,Bridgetown - Fort de France,Britten-Norman BN-2B-26 Islander,6,6,0
07/17/1994,"Boma, DemocratiRepubliCongo",Sankuru Air Service,Training,Yakovlev 40D,9,5,0
07/19/1994,"Colon, Panama",Alas Chiricanas,Colon - Panama City,Embraer 110P1 Bandeirante,21,21,0
07/26/1994,"East Kalimantan, Indonesia",Airfast Services,Kilo Lima - Kelawit,Sikorsky S-58ET,18,18,0
08-05-1994,"Near Boda, Russia",Military - Russian Air Force,Dzhida - Boda,Antonov AN-12,47,47,0
08-10-1994,"Cheju, South Korea",Korean Airlines,Seoul - Cheju,Airbus A300B4-622R,160,0,0
08-11-1994,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,"Caribou Lake, AK - Nikiski, AK",de Havilland DHC-2,3,3,0
08-12-1994,"Whiting, New Jersey",Air Taxi - National Helicopters,"New York, NY - AtlantiCity, NJ",Bell 206L-4,3,3,0
08/14/1994,"Kenai, Alaska",Air Taxi - Lake Clark Air Inc.,"Merrill Field, AK - Port Alsworth, AK",Piper PA-32-260,4,3,0
08/21/1994,"Near Agadir, Morocco",Royal Air Maroc,Agadir - Casablanca,Aerospatiale ATR-42-300,44,44,0
09-08-1994,"Near Aliquippa, Pennsylvania",USAir,Chicago - Pittsburgh,Boeing B-737-3B7,132,132,0
